SchoolID,AllSchoolInfoSchoolID,SchoolName,ActualShipDate,EstBookShipDate,MarketingStartDate,MarketingEndDate,IsDonorProject,IsMemberProject,AlumniTouchConsolidatedCount,AlumniTouchConsolidatedEmailCount,AlumniTouchConsolidatedPostcardCount,BEMLOptOutCount,HomeEmailBouncedCount,BusinessEmailBouncedCount,BuyersToRespondentsPercentage,MatchingHouseholdCandidates,MatchingHouseholdUniqueAddresses,MatchingHouseholdUniqueAddressesMoreThan2Candidates,MKTGSummaryAlumniCount,MKTGSummaryAlumniDeceasedRespondentsCount,MKTGSummaryAlumniLivingRespondentsCount,MKTGSummaryAlumniOriginalMarketableRespondentsCount,MKTGSummaryAlumniOriginalMarketableResponseRate,MKTGSummaryAlumniRespondentsCount,MKTGSummaryBuyersCount,MKTGSummarySalesCount,NumberOfBusinessAddressesAdded,NumberOfBusinessAddressesUpdated,NumberOfBusinessAddressesVerified,NumberOfBusinessEmailsUpdated,NumberOfBusinessEmailsVerified,NumberOfBusinessPhoneNumbersAdded,NumberOfBusinessEmailsAdded,NumberOfBusinessPhoneNumbersUpdated,NumberOfBusinessPhoneNumbersVerified,NumberOfCellPhoneNumbersAdded,NumberOfCellPhoneNumbersUpdated,NumberOfCellPhoneNumbersVerified,NumberOfEmployerNamesAdded,NumberOfEmployerNamesUpdated,NumberOfEmployerNamesVerified,NumberOfHomeAddressesAdded,NumberOfHomeAddressesNCOAUpdated,NumberOfHomeAddressesUpdated,NumberOfHomeAddressesVerified,NumberOfHomeEmailsAdded,NumberOfHomeEmailsUpdated,NumberOfHomeEmailsVerified,NumberOfHomePhoneNumbersAdded,NumberOfHomePhoneNumbersUpdated,NumberOfJobTitlesAdded,NumberOfHomePhoneNumbersVerified,NumberOfJobTitlesUpdated,NumberOfJobTitlesVerified,OptOutPercentage,OriginalBusinessEmailBouncedCount,OriginalHomeEmailBouncedCount,ThirdPartyAppendBouncedContributingEmailCount,ThirdPartyAppendContributingEmailBuyerCount,ThirdPartyAppendEmailCandidateContributingEmailCount,ThirdPartyAppendEmailCandidateCount,ThirdPartyAppendNonContributingEmailCount,TotalAlumniBuyersToOrigMarketable,TotalAlumniDeceased,TotalAlumniDeceasedOMRatio,TotalAlumniDeceasedRatio,TotalAlumniDeceasedRespondentsOMRatio,TotalAlumniDeceasedRespondentsRatio,TotalAlumniDonor,TotalAlumniDoNotEmail,TotalAlumniDoNotEmailToOrigMarketable,TotalAlumniDoNotMail,TotalAlumniDoNotMailToOrigMarketable,TotalAlumniDoNotPhone,TotalAlumniDoNotPhoneToOrigMarketable,TotalAlumniDoNotPrint,TotalAlumniDoNotPrintCL,TotalAlumniDoNotPrintCLOMRatio,TotalAlumniDoNotPrintRatio,TotalAlumniIncompleteContactInfo,TotalAlumniIncompleteContactInfoCL,TotalAlumniIncompleteContactInfoCLOMRatio,TotalAlumniIncompleteContactInfoRatio,TotalAlumniLivingRespondentsOMRatio,TotalAlumniLivingRespondentsRatio,TotalAlumniLost,TotalAlumniLostCL,TotalAlumniLostCLOMRatio,TotalAlumniLostRatio,TotalAlumniOriginalEmailable,TotalAlumniOriginalEmailableINTL,TotalAlumniOriginalEmailableINTLToOrigMarketable,TotalAlumniOriginalEmailableToOrigMarketable,TotalAlumniOriginalEmailableUSorCAN,TotalAlumniOriginalEmailableUSorCANToOrigMarketable,TotalAlumniOriginalMailable,TotalAlumniOriginalMailableINTL,TotalAlumniOriginalMailableINTLToOrigMarketable,TotalAlumniOriginalMailableToOrigMarketable,TotalAlumniOriginalMailableUSorCAN,TotalAlumniOriginalMailableUSorCANToOrigMarketable,TotalAlumniOriginalMarketable,TotalAlumniOriginalPhonable,TotalAlumniOriginalPhonableINTL,TotalAlumniOriginalPhonableINTLToOrigMarketable,TotalAlumniOriginalPhonableToOrigMarketable,TotalAlumniOriginalPhonableUSorCAN,TotalAlumniOriginalPhonableUSorCANToOrigMarketable,TotalAlumniOriginalRestrictedPhonable,TotalAlumniOriginalRestrictedPhonableToOrigMarketable,TotalAlumniPriorBuyer,TotalAlumniRemainingEmailable,TotalAlumniRemainingEmailableINTL,TotalAlumniRemainingEmailableINTLToOrigMarketable,TotalAlumniRemainingEmailableToOrigMarketable,TotalAlumniRemainingEmailableUSorCAN,TotalAlumniRemainingEmailableUSorCANToOrigMarketable,TotalAlumniRemainingMailable,TotalAlumniRemainingMailableCL,TotalAlumniRemainingMailableCLToOrigMarketable,TotalAlumniRemainingMailableINTL,TotalAlumniRemainingMailableINTLToOrigMarketable,TotalAlumniRemainingMailableToOrigMarketable,TotalAlumniRemainingMailableUSorCAN,TotalAlumniRemainingMailableUSorCANToOrigMarketable,TotalAlumniRemainingMarketableCandidates,TotalAlumniRemainingMarketableCandidatesCL,TotalAlumniRemainingMarketableCandidatesCLOMRatio,TotalAlumniRemainingMarketableCandidatesRatio,TotalAlumniRemainingPhonable,TotalAlumniRemainingPhonableINTL,TotalAlumniRemainingPhonableINTLToOrigMarketable,TotalAlumniRemainingPhonableToOrigMarketable,TotalAlumniRemainingPhonableUSorCAN,TotalAlumniRemainingPhonableUSorCANToOrigMarketable,TotalAlumniRemainingRestrictedPhonable,TotalAlumniRemainingRestrictedPhonableToOrigMarketable,TotalAlumniRespondentsRatio,TotalAlumniRespondentsToOrigMarketable,TotalAlumniStaff,TotalAlumniVIP,TotalAlumniUncontactable,TotalAlumniUncontactableCL,TotalAlumniUncontactableCLOMRatio,TotalAlumniUncontactableRatio,TotalConstituentsWithClientOriginatedEmployerName,TotalConstituentsWithClientOriginatedJobTitle,TotalConstituentsWithInValidClientOriginatedBusinessEmails,TotalConstituentsWithInValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedBusinessPhones,TotalConstituentsWithValidClientOriginatedCellPhones,TotalConstituentsWithValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedHomePhones,TotalMarketedTo,TotalNonDeceasedRecords,TotalPCIAmountOrders,TotalPCIAmountPaid,TotalPCIMemDonOrders,TotalPostcardBuncedCandidateCount,TotalPostcardCost,TotalPostcardProfit,TotalPostcardProfitPercentage,ValidClientOriginatedBusinessEmails,ClientDatabaseName,NoProductPitch,OneProductPitch,TwoOrMoreProductPitch,ProductPitchRate,TotalStoriesCollected,TotalStoriesToBePublished,TotalStoriesCompleted,TotalPhotoSubmissions,TotalHasPhotoSubmission,TotalPhotosSubmitted,TotalConstituentsWithPhotoAndIncludedInBook,StoriesToRespondents %,Photos To Stories In Book %
3008,250101,Lumen Christi Catholic School (MI),12/11/2019,11/1/2019,11/2/2018,5/3/2019,FALSE,FALSE,45959,29411,16548,0,231,0,11.1,2156,897,86,9160,12,1880,1867,27.50036824,1892,210,218,536,38,49,0,0,271,331,131,167,911,49,376,1223,32,56,40,99,291,1419,785,152,580,257,477,1487,447,10,16,0,0,240,861,96,2221,1890,314,3.09,355,5,4,0,0,0,53,0.78,239,3.52,32,0.47,0,0,0,0,1884,1915,28,21,28,21,126,7,0,1,1710,0,0,25.19,1710,25.19,6226,0,0,91.71,6226,91.71,6789,3235,0,0,47.65,3106,45.75,129,1.9,0,2629,0,0,38.72,739,10.89,4252,4356,64.16,0,0,62.63,4252,62.63,4706,4789,71,51,2387,0,0,35.16,2301,33.89,86,1.27,21,27.87,4,0,197,202,3,2,256,64,0,417,483,577,1535,2211,6618,8920,47608,47534,0,101,4299,43235.22,90.81,0,Raiser's Edge NXT/Import-o-matic,,,,,,,,0,,,,,
3009,250201,West Virginia State University,11/20/2019,10/11/2019,10/12/2018,4/19/2019,FALSE,FALSE,141564,104093,37471,0,1960,4,16.48,3797,1794,15,25523,123,2680,2756,14.6447739,2803,462,482,374,293,229,0,0,284,390,197,201,1365,19,109,926,681,603,0,598,477,2100,617,327,1228,102,965,1278,1399,681,326,0,0,1987,1781,189,7184,5729,323,2.45,2517,13,10,1,0,3374,552,2.93,1829,9.72,148,0.79,4,4,0,0,7,133,1,0,14,11,4969,4089,22,19,7300,7,0.04,38.79,7293,38.75,16288,0,0,86.55,16288,86.55,18819,13049,0,0,69.34,12830,68.18,219,1.16,0,9398,2,0.01,49.94,3667,19.49,12419,13288,70.61,0,0,65.99,12419,65.99,14937,15657,83,59,9567,0,0,50.84,9462,50.28,105,0.56,11,14.89,43,0,286,320,2,1,3839,2797,0,857,770,264,5975,9564,18148,23654,120853,120119,0,836,10560,109558.56,90.65,0,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
3010,250301,American Legion Department of Delaware,11/19/2019,10/4/2019,10/5/2018,4/12/2019,FALSE,TRUE,63281,33491,29790,0,224,0,8.62,0,0,0,10230,120,5393,5512,55.74433657,5513,475,494,0,0,0,0,0,0,0,0,0,2733,7,37,0,0,0,0,134,169,5063,945,569,2449,812,1142,0,2748,0,0,0,0,135,1085,189,1589,743,323,4.8,160,2,2,1,1,10229,159,1.61,235,2.38,449,4.54,10,10,0,0,1,16,0,0,55,53,174,73,1,2,5361,0,0,54.22,5361,54.22,9678,0,0,97.88,9678,97.88,9888,6334,0,0,64.06,6293,63.64,41,0.41,0,2854,0,0,28.86,2111,21.35,3939,4092,41.38,0,0,39.84,3939,39.84,4183,4258,43,41,2066,0,0,20.89,2055,20.78,11,0.11,54,55.75,0,0,189,200,2,2,0,0,0,385,1,28,4963,3843,9747,10109,114540,114318,160,112,8937,105380.7,92,0,,,,,,,,,94,,,,,
3011,250401,Mount Saint Michael Academy,10/11/2019,10/4/2019,9/28/2018,3/29/2019,FALSE,FALSE,107225,74970,32255,0,509,12,18.61,790,380,3,17711,96,1892,1866,15.55907613,1988,370,381,214,556,224,8,5,274,271,64,43,1105,0,2,519,543,491,4,527,308,1453,619,252,663,242,517,1236,809,114,135,0,14,539,1356,160,5888,4608,1283,3.09,2498,21,14,1,1,0,412,3.44,145,1.21,107,0.89,0,0,0,0,12,115,1,0,16,11,2529,1788,15,14,3816,8,0.07,31.82,3808,31.75,333,0,0,2.78,333,2.78,11993,7630,1,0.01,63.62,7608,63.44,21,0.18,0,6968,4,0.03,58.1,2356,19.64,9399,10381,86.56,0,0,78.37,9399,78.37,10602,11226,94,60,6595,1,0.01,54.99,6587,54.92,7,0.06,11,16.58,34,97,82,96,1,0,5600,737,36,847,356,10,3348,6190,12992,15065,86593,85758,0,568,9481.5,76276.95,88.09,21,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
3012,250501,Addison Trail High School (DuPage),7/1/2019,6/8/2019,8/10/2018,1/10/2019,FALSE,FALSE,57248,35647,21601,0,1386,0,4.76,5685,2343,212,24601,39,2166,2189,10.29149036,2205,105,134,236,591,477,0,0,172,0,417,398,1230,0,0,341,766,600,0,1668,615,1209,552,288,904,36,992,289,914,964,643,0,0,1445,755,25,7988,6098,179,0.49,752,4,3,0,0,0,511,2.4,1073,5.04,754,3.54,324,340,2,1,84,286,1,0,10,9,2880,576,3,12,7120,3,0.01,33.47,7117,33.46,20361,0,0,95.73,20361,95.73,21270,18882,0,0,88.77,18673,87.79,209,0.98,0,10717,3,0.01,50.39,4616,21.7,15680,17184,80.79,0,0,73.72,15680,73.72,17328,19346,91,70,12953,0,0,60.9,12805,60.2,148,0.7,9,10.37,19,0,1028,1096,5,4,8641,10357,0,2287,2760,0,5592,12934,19171,24296,21172,20982,0,2125,5962.5,15019.46,70.94,0,Excel,,,,,,,,0,,,,,
3013,250601,Willowbrook High School (DuPage),7/1/2019,6/8/2019,8/10/2018,1/10/2019,FALSE,FALSE,97994,58063,39931,0,1678,0,8.06,9520,3751,491,32826,118,3231,3320,11.89026574,3349,270,371,274,913,726,0,0,210,0,623,508,1849,0,0,546,1015,1100,1,2233,959,1874,875,464,1345,55,1534,439,1438,1487,1046,0,0,1765,832,53,9547,7211,243,0.97,1375,5,4,0,0,0,540,1.93,995,3.56,697,2.5,603,619,2,2,99,452,2,0,12,10,4600,2423,9,14,9356,1,0,33.51,9355,33.5,26492,44,0.16,94.88,26448,94.72,27922,24073,23,0.08,86.22,23748,85.05,302,1.08,0,13144,1,0,47.07,5932,21.24,19366,20070,71.88,0,0,69.36,19366,69.36,21919,23668,85,67,15847,21,0.08,56.75,15635,56,191,0.68,10,11.99,15,0,881,940,3,3,10653,13095,0,2955,3274,1,7393,15898,25443,32306,50304,50094,0,3074,10957.2,39136.78,77.8,0,Excel,,,,,,,,0,,,,,
3014,250701,San Francisco Theological Seminary,10/17/2019,8/30/2019,8/31/2018,3/1/2019,FALSE,FALSE,24761,14746,10015,0,193,10,19.65,3372,1629,13,23800,68,1876,1925,53.98205272,1944,382,401,345,277,121,0,0,275,279,195,86,963,106,244,1047,225,181,4,964,384,1349,744,301,632,279,551,1394,706,147,124,0,0,147,480,129,615,461,226,10.71,5179,145,22,2,0,0,6280,176.11,13037,365.59,9959,279.28,43,45,1,0,11,164,5,0,53,8,4772,3605,101,20,1463,93,2.61,41.03,1370,38.42,3113,0,0,87.3,3113,87.3,3566,2037,0,0,57.12,2000,56.09,37,1.04,0,894,56,1.57,25.07,377,10.57,1131,1282,35.95,0,0,31.72,1131,31.72,1475,1620,45,6,764,0,0,21.42,755,21.17,9,0.25,8,54.51,5,0,10376,11243,315,44,941,583,0,623,221,293,1302,1329,3499,20563,83015,81637,0,83,2929.8,78707.32,94.81,0,SalesForce,,,,,,,,0,,,,,
3016,250901,Coppin State University 2019,8/6/2019,7/19/2019,7/20/2018,1/25/2019,FALSE,FALSE,100292,72084,28208,0,1856,524,16.64,1070,520,3,15970,42,2164,2197,15.80348151,2206,367,401,392,96,54,82,69,275,297,144,92,214,784,828,1145,245,272,13,1022,327,1647,177,570,1152,48,836,1430,1127,213,201,0,551,2011,1,39,2282,1500,138,2.64,933,7,6,0,0,2789,12,0.09,10,0.07,11,0.08,2,2,0,0,1168,1216,9,7,16,14,621,0,0,4,10599,1,0.01,76.24,10598,76.23,13311,0,0,95.75,13311,95.75,13902,12375,0,0,89.02,12337,88.74,38,0.27,0,8230,1,0.01,59.2,6729,48.4,10056,10782,77.56,0,0,72.33,10056,72.33,11037,11602,83,69,8773,0,0,63.11,8753,62.96,20,0.14,14,15.87,312,61,3,11,0,0,2122,1553,564,2199,481,8440,7816,9704,13388,16109,89005,87670,0,826,8216.4,79453.97,89.27,262,Ellucian Advance,,,,,,,,0,,,,,
3017,251001,Wyoming Seminary,7/25/2019,6/14/2019,8/17/2018,2/22/2019,FALSE,FALSE,62456,38842,23614,0,379,38,17.19,939,432,13,12521,76,2792,2837,36.86809617,2868,493,515,265,683,425,62,55,168,412,569,428,850,163,813,689,700,818,0,405,529,2128,432,534,1432,130,741,800,1434,906,752,0,59,383,682,153,1374,812,155,6.41,3616,47,29,1,1,6933,141,1.83,207,2.69,495,6.43,11,12,0,0,2,94,1,0,36,22,1214,695,9,10,4444,353,4.59,57.75,4091,53.16,6943,1,0.01,90.23,6942,90.21,7695,5265,2,0.03,68.42,5242,68.12,21,0.27,0,3325,343,4.46,43.21,2170,28.2,3962,4649,60.42,1,0.01,51.49,3961,51.47,4721,5068,66,38,2863,0,0,37.21,2852,37.06,11,0.14,23,37.27,19,33,89,168,2,1,4068,4662,204,1012,1287,1497,4007,3770,7591,8956,103515,103217,0,167,6805.2,96411.62,93.14,329,Other,,,,,,,,0,,,,,
3018,251101,All Hallows High School (NY),10/9/2019,9/20/2019,9/21/2018,3/22/2019,FALSE,FALSE,43746,26969,16777,0,156,12,20.05,127,62,0,9760,66,1116,1170,19.68702675,1182,237,248,128,164,154,6,0,98,148,142,104,600,20,45,289,320,337,9,104,178,932,572,106,205,149,369,352,388,392,256,0,8,151,570,91,3192,2654,368,3.99,1743,29,18,1,1,0,14,0.24,12,0.2,8,0.13,4,4,0,0,536,561,9,5,19,11,1740,1490,25,18,664,2,0.03,11.17,662,11.14,5610,0,0,94.4,5610,94.4,5943,2724,0,0,45.84,2677,45.04,47,0.79,0,2888,1,0.02,48.59,233,3.92,4146,4509,75.87,0,0,69.76,4146,69.76,4553,4777,80,47,2356,0,0,39.64,2338,39.34,18,0.3,12,19.89,9,0,2,3,0,0,2258,2263,0,495,496,118,493,2104,5856,8121,58447,58193,0,157,4987.5,53205.56,91.03,0,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
3019,251201,Delta Kappa Epsilon,5/31/2019,5/13/2019,9/14/2018,2/2/2019,TRUE,FALSE,179061,116703,62358,0,695,573,20.3,0,0,0,50519,253,3495,3712,11.03317085,3748,761,751,1052,6,2,560,673,493,354,273,355,1321,298,1078,1691,470,733,47,1438,841,2753,947,619,1686,392,1453,1679,1365,800,779,0,630,644,2640,246,9534,6528,442,2.26,6950,21,14,1,1,8542,9170,27.26,5275,15.68,4024,11.96,69,71,0,0,142,801,2,0,10,7,11110,7852,23,22,15954,72,0.21,47.42,15882,47.21,28829,0,0,85.69,28829,85.69,33644,16598,2,0.01,49.33,16066,47.75,530,1.58,0,14715,50,0.15,43.74,8137,24.19,22451,25003,74.32,4,0.01,66.73,22447,66.72,25960,28239,84,51,13996,3,0.01,41.6,13734,40.82,259,0.77,7,11.14,0,130,2540,2858,8,5,3875,4885,1723,1508,1172,5248,9653,10450,31880,45409,165701,163933,3433,1985,18707.4,145225.72,87.64,5694,SalesForce,,,,,,,,0,,,,,
3020,251301,Assumption High School (IA),8/30/2019,8/2/2019,8/3/2018,2/8/2019,FALSE,FALSE,51745,30367,21378,0,280,14,10.97,2017,872,69,14266,113,2869,2936,28.48549529,2982,327,345,286,889,356,0,0,183,312,838,349,1430,76,241,1894,0,0,6,1386,432,2081,1421,172,479,363,829,2254,1064,0,0,0,0,225,255,69,3279,3037,371,3.17,2745,27,19,1,1,0,12,0.12,23,0.22,36,0.35,3,3,0,0,128,360,3,1,28,20,1714,1058,10,12,1317,6,0.06,12.78,1311,12.72,10006,0,0,97.08,10006,97.08,10307,6620,0,0,64.23,6200,60.15,420,4.07,0,3537,6,0.06,34.32,494,4.79,6315,6466,62.73,0,0,61.27,6315,61.27,6689,7091,69,47,4378,0,0,42.48,4200,40.75,178,1.73,21,28.93,0,0,5,27,0,0,0,0,0,819,1506,448,1046,4120,9737,11593,62789,62729,0,818,6017.4,56711.79,90.32,0,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
3021,251401,Alumni and Friends of Bellaire High School,9/26/2019,8/23/2019,9/21/2018,3/22/2019,FALSE,FALSE,234504,174460,60044,0,1428,37,9.12,4190,1902,70,46848,222,5667,5757,17.04767545,5889,537,560,526,1055,875,0,0,373,742,785,767,3113,0,0,849,1463,1848,106,2682,1459,3136,915,873,2993,205,2048,730,2582,2201,1805,0,0,1417,2658,223,8815,5266,4796,1.59,1627,5,3,1,0,0,1532,4.54,1129,3.34,456,1.35,419,435,1,1,7168,7814,23,15,17,12,4313,1589,5,9,17355,32,0.09,51.39,17323,51.3,28995,1,0,85.86,28994,85.86,33770,20892,2,0.01,61.87,20830,61.68,60,0.18,0,17263,27,0.08,51.12,11970,35.45,19896,21584,63.91,0,0,58.92,19896,58.92,25668,27605,82,55,13901,2,0.01,41.16,13865,41.06,34,0.1,13,17.44,90,0,1764,1889,6,4,11443,14137,0,3001,3253,0,15579,14123,33229,45786,96569,95963,0,3178,17147.1,78815.79,81.62,0,Other,,,,,,,,0,,,,,
3022,251501,Woodbury University,10/4/2019,9/13/2019,9/14/2018,3/15/2019,FALSE,FALSE,117980,78241,39739,0,413,26,13.59,1001,489,3,23726,123,3056,3100,18.87481734,3179,432,448,447,467,351,0,0,323,532,311,310,1259,118,404,859,666,830,0,1750,565,2058,669,324,1439,262,733,1104,1174,795,608,0,0,314,1322,151,4535,3050,253,2.63,2500,15,11,1,1,0,481,2.93,1478,9,209,1.27,3,3,0,0,17,294,2,0,19,13,4752,3967,24,20,6694,107,0.65,40.76,6587,40.11,16107,0,0,98.07,16107,98.07,16424,8845,1,0.01,53.85,8664,52.75,180,1.1,0,7814,92,0.56,47.58,4672,28.45,11637,12052,73.38,0,0,70.85,11637,70.85,12948,13401,82,55,6348,0,0,38.65,6232,37.94,116,0.71,13,19.36,46,0,327,382,2,1,4973,4548,0,662,1571,893,6282,5421,16544,21359,91194,90329,0,1006,11691.3,78638.11,86.23,0,Raiser's Edge NXT/Import-o-matic,,,,,,,,0,,,,,
3023,251601,Toccoa Falls College,9/6/2019,8/15/2019,8/17/2018,2/22/2019,FALSE,FALSE,64932,48223,16709,0,589,22,8.48,2611,1262,8,13436,97,2521,2540,25.89194699,2618,222,236,567,0,0,0,0,392,349,0,0,1532,0,0,1641,0,0,7,1185,640,1581,620,535,996,65,1254,1997,1023,0,0,0,0,576,1265,66,3759,2817,292,2.26,1347,14,10,1,1,4253,83,0.85,282,2.87,1109,11.3,11,12,0,0,29,389,4,0,26,19,2428,791,8,18,3957,86,0.88,40.34,3871,39.46,6039,0,0,61.56,6039,61.56,9810,7364,0,0,75.07,7219,73.59,145,1.48,0,4672,53,0.54,47.62,1802,18.37,5773,6906,70.4,0,0,58.85,5773,58.85,6952,8147,83,52,3612,0,0,36.82,3550,36.19,62,0.63,19,26.69,0,9,51,132,1,0,0,0,0,1086,0,0,3351,4157,9956,12236,45106,45046,0,974,4533,40513.08,89.82,0,Other,,,,,,,,0,,,,,
3024,251701,Chi Phi Fraternity,10/16/2019,9/13/2019,9/14/2018,3/15/2019,TRUE,FALSE,220566,139950,80616,0,1389,47,13.54,0,0,0,49883,268,5338,5580,15.37444206,5606,759,728,950,901,431,39,65,419,962,1111,861,1790,298,1645,3837,0,0,67,4282,1114,3580,1746,551,2248,252,1715,4299,2385,0,0,0,43,1361,3527,272,11818,7959,550,2.09,1906,5,4,1,1,10137,1028,2.83,702,1.93,453,1.25,2,2,0,0,370,585,2,1,15,11,12611,11218,31,25,13906,72,0.2,38.31,13834,38.12,33203,1,0,91.48,33202,91.48,36294,20427,2,0.01,56.28,20003,55.11,422,1.16,0,17671,65,0.18,48.69,9647,26.58,25369,26636,73.39,0,0,69.9,25369,69.9,28756,29869,82,58,16099,2,0.01,44.36,15822,43.59,275,0.76,11,15.45,0,0,632,697,2,1,0,0,91,5231,4508,4971,12323,14388,35316,49602,148209,147549,3925,1356,24184.8,123364.23,83.24,229,OmegaFi,,,,,,,,0,,,,,
3025,251801,North Canton Alumni Association,4/5/2019,4/22/2019,7/13/2018,12/13/2018,FALSE,FALSE,75014,55046,19968,0,571,0,8.55,5048,2105,186,21807,112,2905,2966,19.21357777,3017,258,285,322,685,427,0,0,214,0,483,338,1681,0,0,687,857,824,0,1559,1080,1538,1244,279,649,132,1188,636,1216,1227,796,0,0,572,142,56,5036,4962,331,1.67,1835,12,8,1,1,0,40,0.26,63,0.41,48,0.31,66,69,0,0,428,747,5,2,19,13,5064,4066,26,23,2142,4,0.03,13.88,2138,13.85,13975,0,0,90.53,13975,90.53,15437,8448,0,0,54.73,8297,53.75,151,0.98,0,5744,3,0.02,37.21,779,5.05,9562,9932,64.34,0,0,61.94,9562,61.94,11370,12028,78,52,5066,0,0,32.82,4986,32.3,80,0.52,14,19.54,0,2,27,45,0,0,5472,6725,0,1342,1282,0,1520,5679,14233,20682,44627,44377,0,1342,5583.9,38793.37,86.93,0,Excel,,,,,,,,0,,,,,
3026,251901,The Citadel,12/2/2019,10/18/2019,10/19/2018,4/26/2019,FALSE,FALSE,456849,271754,185095,0,2919,319,23.38,1954,946,3,50077,175,12580,12660,35.60480355,12755,2982,3078,1948,3008,1964,8,13,1642,2897,1960,1580,5841,541,3280,5237,2382,3256,93,3525,2250,9196,2044,1763,7861,889,4282,6157,4809,2499,2687,0,6,2750,4433,1454,9641,4558,5355,8.39,10371,29,21,0,0,24408,1384,3.89,1756,4.94,484,1.36,131,136,0,0,12,367,1,0,35,25,4127,3141,9,8,23958,140,0.39,67.38,23818,66.99,33483,0,0,94.17,33483,94.17,35557,23612,0,0,66.41,23459,65.98,153,0.43,0,15988,93,0.26,44.96,11337,31.88,18720,19383,54.51,0,0,52.65,18720,52.65,21363,21948,62,43,11914,0,0,33.51,11845,33.31,69,0.19,25,35.87,634,632,1318,1359,4,3,11544,10516,67,2497,4510,4128,21756,14009,35055,40127,740758,737570,0,2050,54264,683306.27,92.24,202,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
3027,252001,Metropolitan College of New York,10/29/2019,10/4/2019,10/5/2018,4/12/2019,TRUE,FALSE,80457,66336,14121,0,1039,46,8.26,137,67,0,11030,11,1732,1742,17.16763575,1743,144,138,636,0,0,0,0,441,436,0,0,1166,0,0,1233,0,0,26,1110,391,1028,301,466,757,18,973,1399,601,0,0,0,0,1084,772,63,3804,1819,614,1.42,232,2,2,0,0,246,341,3.36,390,3.84,251,2.47,2,2,0,0,219,263,3,2,17,16,542,0,0,5,6803,2,0.02,67.04,6801,67.02,8511,0,0,83.88,8511,83.88,10147,8710,0,0,85.84,8603,84.78,107,1.05,0,6274,1,0.01,61.83,4454,43.89,6201,7182,70.78,0,0,61.11,6201,61.11,7988,8438,83,72,5447,0,0,53.68,5390,53.12,57,0.56,16,17.18,0,0,304,352,3,3,0,0,0,1799,0,0,5785,5793,9646,10959,32197,31542,1100,667,4211.4,27330.71,84.89,0,PowerCampus,,,,,,,,0,,,,,
3028,252101,Mississippi University for Women,7/22/2019,8/2/2019,7/27/2018,2/1/2019,FALSE,FALSE,150619,96068,54551,0,1048,43,14.96,2340,1135,6,36270,166,5362,5155,23.285753,5528,827,877,426,1928,1259,0,0,514,612,1397,657,2574,114,465,1247,1710,1452,0,763,862,4354,1871,324,1907,844,1046,2154,2499,1542,1133,0,0,922,80,118,7804,7168,573,3.74,6481,29,18,1,0,0,1636,7.39,2056,9.29,291,1.31,3,3,0,0,179,631,3,0,24,15,3928,1968,9,11,7819,10,0.05,35.32,7809,35.27,13,0,0,0.06,13,0.06,22138,14341,1,0,64.78,14166,63.99,174,0.79,0,12041,6,0.03,54.39,4867,21.98,18231,19993,90.31,0,0,82.35,18231,82.35,20144,21633,98,56,9434,0,0,42.61,9345,42.21,89,0.4,15,24.97,47,0,7,26,0,0,12172,9544,0,2704,3154,1030,6873,8102,24751,30388,169542,168891,0,1129,16036.2,152854.76,90.16,0,Raiser's Edge NXT/Import-o-matic,,,,,,,,0,,,,,
3029,252201,Orchard Lake Schools,10/4/2019,9/13/2019,9/14/2018,3/15/2019,FALSE,FALSE,34839,20736,14103,0,232,15,18.76,710,326,8,9398,52,1515,1551,29.40841866,1567,294,316,184,416,192,0,0,146,256,260,161,764,27,173,382,528,390,7,607,336,1008,531,149,545,105,595,459,566,650,244,0,0,240,481,98,1688,1305,465,5.57,1426,27,15,1,1,0,12,0.23,10,0.19,7,0.13,0,0,0,0,4,86,2,0,29,16,2964,2666,51,32,1491,7,0.13,28.27,1484,28.14,4956,1,0.02,93.97,4955,93.95,5274,3335,0,0,63.23,3270,62,65,1.23,0,1870,5,0.09,35.46,560,10.62,3137,3332,63.18,1,0.02,59.48,3136,59.46,3437,3643,69,37,2052,0,0,38.91,2017,38.24,35,0.66,17,29.71,10,0,0,10,0,0,2412,2258,0,1277,492,248,1213,2257,5187,8147,68438,67603,0,196,3971.4,63631.71,92.98,0,,,,,,,,,0,,,,,
